_-Z6wFjXtGQ,902,0.063,0.049,0.524,0.996,12,0
_-Z6wFjXtGQ,902,0.063,0.049,0.524,0.996,74,0
_-Z6wFjXtGQ,902,0.063,0.049,0.524,0.996,80,0
_-Z6wFjXtGQ,902,0.392,0.253,0.916,0.994,12,1
_-Z6wFjXtGQ,902,0.392,0.253,0.916,0.994,17,1
_-Z6wFjXtGQ,902,0.392,0.253,0.916,0.994,74,1
_-Z6wFjXtGQ,903,0.032,0.048,0.494,0.98,12,0
_-Z6wFjXtGQ,903,0.032,0.048,0.494,0.98,79,0
_-Z6wFjXtGQ,903,0.032,0.048,0.494,0.98,80,0
_-Z6wFjXtGQ,903,0.333,0.24,0.902,0.998,12,1
_-Z6wFjXtGQ,903,0.333,0.24,0.902,0.998,74,1
_-Z6wFjXtGQ,904,0.01,0.031,0.479,0.985,12,0
_-Z6wFjXtGQ,904,0.01,0.031,0.479,0.985,79,0
_-Z6wFjXtGQ,904,0.01,0.031,0.479,0.985,80,0
_-Z6wFjXtGQ,904,0.372,0.229,0.888,0.996,12,1
_-Z6wFjXtGQ,904,0.372,0.229,0.888,0.996,74,1
_-Z6wFjXtGQ,905,0.049,0.029,0.497,1.0,12,0
_-Z6wFjXtGQ,905,0.049,0.029,0.497,1.0,17,0
_-Z6wFjXtGQ,905,0.049,0.029,0.497,1.0,79,0
_-Z6wFjXtGQ,905,0.049,0.029,0.497,1.0,80,0
_-Z6wFjXtGQ,905,0.37,0.226,0.914,0.988,12,1
_-Z6wFjXtGQ,905,0.37,0.226,0.914,0.988,74,1
_-Z6wFjXtGQ,906,0.044,0.02,0.515,0.992,12,0
_-Z6wFjXtGQ,906,0.044,0.02,0.515,0.992,79,0
_-Z6wFjXtGQ,906,0.044,0.02,0.515,0.992,80,0
_-Z6wFjXtGQ,906,0.441,0.214,0.902,0.994,12,1
_-Z6wFjXtGQ,906,0.441,0.214,0.902,0.994,74,1
_-Z6wFjXtGQ,906,0.441,0.214,0.902,0.994,79,1
_-Z6wFjXtGQ,906,0.441,0.214,0.902,0.994,80,1
_-Z6wFjXtGQ,907,0.04,0.027,0.511,0.99,12,0
_-Z6wFjXtGQ,907,0.04,0.027,0.511,0.99,17,0
_-Z6wFjXtGQ,907,0.04,0.027,0.511,0.99,74,0
_-Z6wFjXtGQ,907,0.04,0.027,0.511,0.99,79,0
_-Z6wFjXtGQ,907,0.04,0.027,0.511,0.99,80,0
_-Z6wFjXtGQ,907,0.412,0.231,0.944,0.989,12,1
_-Z6wFjXtGQ,907,0.412,0.231,0.944,0.989,74,1
_-Z6wFjXtGQ,907,0.412,0.231,0.944,0.989,80,1
_-Z6wFjXtGQ,908,0.042,0.041,0.53,0.994,12,0
_-Z6wFjXtGQ,908,0.042,0.041,0.53,0.994,17,0
_-Z6wFjXtGQ,908,0.042,0.041,0.53,0.994,74,0
_-Z6wFjXtGQ,908,0.042,0.041,0.53,0.994,79,0
_-Z6wFjXtGQ,908,0.042,0.041,0.53,0.994,80,0
_-Z6wFjXtGQ,908,0.411,0.253,0.924,0.989,12,1
_-Z6wFjXtGQ,908,0.411,0.253,0.924,0.989,74,1
_-Z6wFjXtGQ,908,0.411,0.253,0.924,0.989,79,1
_-Z6wFjXtGQ,908,0.411,0.253,0.924,0.989,80,1
_-Z6wFjXtGQ,909,0.04,0.025,0.511,0.993,12,0
_-Z6wFjXtGQ,909,0.04,0.025,0.511,0.993,79,0
_-Z6wFjXtGQ,909,0.04,0.025,0.511,0.993,80,0
_-Z6wFjXtGQ,909,0.418,0.247,0.912,0.996,12,1
_-Z6wFjXtGQ,909,0.418,0.247,0.912,0.996,74,1
_-Z6wFjXtGQ,909,0.418,0.247,0.912,0.996,80,1
_-Z6wFjXtGQ,910,0.058,0.03,0.517,0.987,12,0
_-Z6wFjXtGQ,910,0.058,0.03,0.517,0.987,79,0
_-Z6wFjXtGQ,910,0.058,0.03,0.517,0.987,80,0
_-Z6wFjXtGQ,910,0.441,0.242,0.904,0.994,12,1
_-Z6wFjXtGQ,910,0.441,0.242,0.904,0.994,74,1
_-Z6wFjXtGQ,910,0.441,0.242,0.904,0.994,80,1
_-Z6wFjXtGQ,911,0.279,0.069,0.987,0.991,12,1
_-Z6wFjXtGQ,911,0.279,0.069,0.987,0.991,74,1
_-Z6wFjXtGQ,911,0.279,0.069,0.987,0.991,80,1
_-Z6wFjXtGQ,912,0.404,0.086,0.927,0.98,12,1
_-Z6wFjXtGQ,912,0.404,0.086,0.927,0.98,79,1
_-Z6wFjXtGQ,913,0.427,0.083,0.919,0.973,12,1
_-Z6wFjXtGQ,913,0.427,0.083,0.919,0.973,79,1
_-Z6wFjXtGQ,914,0.0,0.002,0.383,0.994,12,0
_-Z6wFjXtGQ,914,0.0,0.002,0.383,0.994,74,0
_-Z6wFjXtGQ,914,0.0,0.002,0.383,0.994,80,0
_-Z6wFjXtGQ,914,0.426,0.076,0.944,0.986,12,1
_-Z6wFjXtGQ,914,0.426,0.076,0.944,0.986,79,1
_-Z6wFjXtGQ,914,0.426,0.076,0.944,0.986,80,1
_-Z6wFjXtGQ,915,0.0,0.193,0.309,0.971,12,0
_-Z6wFjXtGQ,915,0.0,0.193,0.309,0.971,74,0
_-Z6wFjXtGQ,915,0.0,0.193,0.309,0.971,80,0
_-Z6wFjXtGQ,915,0.4,0.071,0.945,0.995,12,1
_-Z6wFjXtGQ,915,0.4,0.071,0.945,0.995,79,1
_-Z6wFjXtGQ,915,0.4,0.071,0.945,0.995,80,1
_-Z6wFjXtGQ,916,0.411,0.068,0.916,1.0,12,1
_-Z6wFjXtGQ,916,0.411,0.068,0.916,1.0,79,1
_-Z6wFjXtGQ,916,0.411,0.068,0.916,1.0,80,1
_-Z6wFjXtGQ,917,0.026,0.02,0.504,0.99,12,0
_-Z6wFjXtGQ,917,0.026,0.02,0.504,0.99,74,0
_-Z6wFjXtGQ,917,0.393,0.08,0.946,0.994,12,1
_-Z6wFjXtGQ,917,0.393,0.08,0.946,0.994,79,1
_-Z6wFjXtGQ,918,0.349,0.074,0.923,1.0,12,1
_-Z6wFjXtGQ,918,0.349,0.074,0.923,1.0,79,1
_-Z6wFjXtGQ,918,0.349,0.074,0.923,1.0,80,1
_-Z6wFjXtGQ,919,0.397,0.072,0.932,1.0,12,1
_-Z6wFjXtGQ,919,0.397,0.072,0.932,1.0,79,1
_-Z6wFjXtGQ,919,0.397,0.072,0.932,1.0,80,1
_-Z6wFjXtGQ,920,0.0,0.011,0.404,0.991,12,0
_-Z6wFjXtGQ,920,0.0,0.011,0.404,0.991,74,0
_-Z6wFjXtGQ,920,0.0,0.011,0.404,0.991,80,0
_-Z6wFjXtGQ,920,0.394,0.071,0.921,0.995,12,1
_-Z6wFjXtGQ,920,0.394,0.071,0.921,0.995,17,1
_-Z6wFjXtGQ,920,0.394,0.071,0.921,0.995,79,1
_-Z6wFjXtGQ,920,0.394,0.071,0.921,0.995,80,1
_-Z6wFjXtGQ,921,0.04,0.066,0.456,0.975,12,0
_-Z6wFjXtGQ,921,0.04,0.066,0.456,0.975,74,0
_-Z6wFjXtGQ,921,0.04,0.066,0.456,0.975,80,0
_-Z6wFjXtGQ,921,0.379,0.215,0.834,1.0,12,1
_-Z6wFjXtGQ,921,0.379,0.215,0.834,1.0,79,1
_-Z6wFjXtGQ,921,0.379,0.215,0.834,1.0,80,1
_-Z6wFjXtGQ,922,0.036,0.074,0.504,0.983,12,0
_-Z6wFjXtGQ,922,0.036,0.074,0.504,0.983,74,0
_-Z6wFjXtGQ,922,0.036,0.074,0.504,0.983,80,0
_-Z6wFjXtGQ,922,0.377,0.226,0.834,1.0,12,1
_-Z6wFjXtGQ,922,0.377,0.226,0.834,1.0,79,1
_-Z6wFjXtGQ,922,0.377,0.226,0.834,1.0,80,1
_-Z6wFjXtGQ,923,0.037,0.091,0.572,0.983,12,0
_-Z6wFjXtGQ,923,0.037,0.091,0.572,0.983,74,0
_-Z6wFjXtGQ,923,0.037,0.091,0.572,0.983,80,0
_-Z6wFjXtGQ,923,0.199,0.25,0.826,0.998,12,1
_-Z6wFjXtGQ,923,0.199,0.25,0.826,0.998,79,1
_-Z6wFjXtGQ,923,0.199,0.25,0.826,0.998,80,1
_-Z6wFjXtGQ,924,0.025,0.082,0.497,0.978,12,0
_-Z6wFjXtGQ,924,0.025,0.082,0.497,0.978,74,0
_-Z6wFjXtGQ,924,0.025,0.082,0.497,0.978,80,0
_-Z6wFjXtGQ,924,0.351,0.164,0.82,0.981,12,1
_-Z6wFjXtGQ,924,0.351,0.164,0.82,0.981,79,1
_-Z6wFjXtGQ,924,0.351,0.164,0.82,0.981,80,1
_-Z6wFjXtGQ,925,0.025,0.084,0.474,0.967,12,0
_-Z6wFjXtGQ,925,0.025,0.084,0.474,0.967,74,0
_-Z6wFjXtGQ,925,0.025,0.084,0.474,0.967,80,0
_-Z6wFjXtGQ,925,0.37,0.244,0.811,0.965,12,1
_-Z6wFjXtGQ,925,0.37,0.244,0.811,0.965,79,1
_-Z6wFjXtGQ,925,0.37,0.244,0.811,0.965,80,1
_-Z6wFjXtGQ,926,0.032,0.069,0.486,0.976,12,0
_-Z6wFjXtGQ,926,0.032,0.069,0.486,0.976,79,0
_-Z6wFjXtGQ,926,0.032,0.069,0.486,0.976,80,0
_-Z6wFjXtGQ,926,0.357,0.241,0.809,0.973,12,1
_-Z6wFjXtGQ,926,0.357,0.241,0.809,0.973,74,1
_-Z6wFjXtGQ,926,0.357,0.241,0.809,0.973,79,1
_-Z6wFjXtGQ,926,0.357,0.241,0.809,0.973,80,1
_-Z6wFjXtGQ,927,0.05,0.053,0.672,0.972,12,0
_-Z6wFjXtGQ,927,0.05,0.053,0.672,0.972,17,0
_-Z6wFjXtGQ,927,0.05,0.053,0.672,0.972,74,0
_-Z6wFjXtGQ,927,0.05,0.053,0.672,0.972,79,0
_-Z6wFjXtGQ,927,0.05,0.053,0.672,0.972,80,0
_-Z6wFjXtGQ,927,0.375,0.241,0.851,0.994,12,1
_-Z6wFjXtGQ,927,0.375,0.241,0.851,0.994,74,1
_-Z6wFjXtGQ,927,0.375,0.241,0.851,0.994,80,1
_-Z6wFjXtGQ,928,0.027,0.075,0.469,0.975,12,0
_-Z6wFjXtGQ,928,0.027,0.075,0.469,0.975,74,0
_-Z6wFjXtGQ,928,0.027,0.075,0.469,0.975,79,0
_-Z6wFjXtGQ,928,0.027,0.075,0.469,0.975,80,0
_-Z6wFjXtGQ,928,0.342,0.177,0.805,0.975,12,1
_-Z6wFjXtGQ,928,0.342,0.177,0.805,0.975,74,1
_-Z6wFjXtGQ,928,0.342,0.177,0.805,0.975,80,1
_-Z6wFjXtGQ,929,0.037,0.06,0.502,0.98,12,0
_-Z6wFjXtGQ,929,0.037,0.06,0.502,0.98,17,0
_-Z6wFjXtGQ,929,0.037,0.06,0.502,0.98,74,0
_-Z6wFjXtGQ,929,0.037,0.06,0.502,0.98,79,0
_-Z6wFjXtGQ,929,0.037,0.06,0.502,0.98,80,0
_-Z6wFjXtGQ,929,0.375,0.266,0.844,1.0,12,1
_-Z6wFjXtGQ,929,0.375,0.266,0.844,1.0,74,1
_-Z6wFjXtGQ,929,0.375,0.266,0.844,1.0,79,1
