_-Z6wFjXtGQ,902,0.387,0.263,0.916,0.984,17,0.996238
_-Z6wFjXtGQ,902,0.387,0.263,0.916,0.984,74,0.996238
_-Z6wFjXtGQ,902,0.387,0.263,0.916,0.984,12,0.996238
_-Z6wFjXtGQ,902,0.076,0.051,0.554,0.975,80,0.994488
_-Z6wFjXtGQ,902,0.076,0.051,0.554,0.975,74,0.994488
_-Z6wFjXtGQ,902,0.076,0.051,0.554,0.975,12,0.994488
_-Z6wFjXtGQ,902,0.202,0.15,0.744,0.985,-1,0.281325
_-Z6wFjXtGQ,903,0.342,0.25,0.898,0.985,74,0.996664
_-Z6wFjXtGQ,903,0.342,0.25,0.898,0.985,12,0.996664
_-Z6wFjXtGQ,903,0.043,0.034,0.512,0.979,80,0.996058
_-Z6wFjXtGQ,903,0.043,0.034,0.512,0.979,12,0.996058
_-Z6wFjXtGQ,903,0.043,0.034,0.512,0.979,79,0.996058
_-Z6wFjXtGQ,904,0.36,0.234,0.889,0.992,74,0.998442
_-Z6wFjXtGQ,904,0.36,0.234,0.889,0.992,12,0.998442
_-Z6wFjXtGQ,904,0.023,0.035,0.498,0.981,80,0.996881
_-Z6wFjXtGQ,904,0.023,0.035,0.498,0.981,12,0.996881
_-Z6wFjXtGQ,904,0.023,0.035,0.498,0.981,79,0.996881
_-Z6wFjXtGQ,905,0.358,0.233,0.901,0.98,74,0.998144
_-Z6wFjXtGQ,905,0.358,0.233,0.901,0.98,12,0.998144
_-Z6wFjXtGQ,905,0.054,0.021,0.503,0.979,80,0.997686
_-Z6wFjXtGQ,905,0.054,0.021,0.503,0.979,17,0.997686
_-Z6wFjXtGQ,905,0.054,0.021,0.503,0.979,12,0.997686
_-Z6wFjXtGQ,905,0.054,0.021,0.503,0.979,79,0.997686
_-Z6wFjXtGQ,906,0.463,0.235,0.891,0.984,80,0.99266
_-Z6wFjXtGQ,906,0.463,0.235,0.891,0.984,74,0.99266
_-Z6wFjXtGQ,906,0.463,0.235,0.891,0.984,12,0.99266
_-Z6wFjXtGQ,906,0.463,0.235,0.891,0.984,79,0.99266
_-Z6wFjXtGQ,906,0.059,0.034,0.529,0.983,80,0.997919
_-Z6wFjXtGQ,906,0.059,0.034,0.529,0.983,12,0.997919
_-Z6wFjXtGQ,906,0.059,0.034,0.529,0.983,79,0.997919
_-Z6wFjXtGQ,907,0.405,0.255,0.955,0.987,80,0.995482
